Jul  6 00:30:00 Drs-MacBook-Pro newsyslog[1057]: logfile turned over
Fri Jul 10 13:31:23.581 <airport[189]> -[dpsManager handleDPSEventWithType:eventInfo:networkName:BSSID:channelInfo:isCriticalAppInUse:]_block_invoke: Ignoring non-dps events while not in monitoring period/ Ignoring DPS event while in monitoring period
Fri Jul 10 13:31:23.600 <kernel>  IOCTL (from pid 189) not recognized: 381 out of 380
Fri Jul 10 13:31:26.515 <kernel> en0: setting diversity to: -1
Fri Jul 10 13:31:26.516 <kernel> en0: Error configuring antenna diversity (index = -1).
Fri Jul 10 13:31:26.516 <kernel> en0: setting tx antenna: -1
Fri Jul 10 13:31:26.517 <kernel> en0: Error configuring transmit antenna (index = -1).
Fri Jul 10 13:31:26.517 <airport[189]> -[dpsManager handleDPSEventWithType:eventInfo:networkName:BSSID:channelInfo:isCriticalAppInUse:]_block_invoke: Ignoring non-dps events while not in monitoring period/ Ignoring DPS event while in monitoring period
Fri Jul 10 13:31:26.609 <airport[189]> systemWokenByWiFi: System Wake Reason not found
Fri Jul 10 13:31:27.943 <kernel> Failed test for valid apple80211_postMessage_tlv_types in data, 65535
Fri Jul 10 13:31:27.944 <kernel> Unexpected payload found for message 74, dataLen 104
Fri Jul 10 13:31:27.944 <kernel> payload Data ff ff 00 00 00 00 00 00 ae 88 91 3b 03 60 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
Fri Jul 10 13:31:27.944 <kernel> Error storing postMessage 74
Fri Jul 10 13:31:27.950 <kernel> postMessage::1412 APPLE80211_M_BSSID_CHANGED received
Fri Jul 10 13:31:27.950  <kernel> No InterfaceAverageCCA
Fri Jul 10 13:31:27.950 <kernel> Adding setInterfaceAverageCCA with cca 0
Fri Jul 10 13:31:27.951 <kernel> Added known cca 0 for channel 161 into setInterfaceAverageCCA 
Fri Jul 10 13:31:27.963 <kernel> Unexpected payload found for message 9, dataLen 0
Fri Jul 10 13:31:27.963 <kernel> Error storing postMessage 9
Fri Jul 10 13:31:27.983 <airport[189]> -[dpsManager handleDPSEventWithType:eventInfo:networkName:BSSID:channelInfo:isCriticalAppInUse:]_block_invoke: Ignoring non-dps events while not in monitoring period/ Ignoring DPS event while in monitoring period
Fri Jul 10 13:31:27.994 <airport[189]> ERROR: rapportd (420) is not entitled for com.apple.wifi.join_history, will not allow request
Fri Jul 10 13:31:27.995 <airport[189]> ERROR: sharingd (476) is not entitled for com.apple.wifi.join_history, will not allow request
Fri Jul 10 13:31:28.008 <airport[189]> ERROR: rapportd (420) is not entitled for com.apple.wifi.join_history, will not allow request
Fri Jul 10 13:31:28.011 <airport[189]> ERROR: sharingd (476) is not entitled for com.apple.wifi.join_history, will not allow request
Fri Jul 10 13:31:28.019 <airport[189]> ERROR: rapportd (420) is not entitled for com.apple.wifi.join_history, will not allow request
Fri Jul 10 13:31:28.021 <airport[189]> ERROR: sharingd (476) is not entitled for com.apple.wifi.join_history, will not allow request
Fri Jul 10 13:31:28.220 <airport[189]> systemWokenByWiFi: System Wake Reason not found
Fri Jul 10 13:31:28.232 <airport[189]> systemWokenByWiFi: System Wake Reason not found
Fri Jul 10 13:31:29.211 <airport[189]> systemWokenByWiFi: System Wake Reason not found
Fri Jul 10 13:31:31.814 <airport[189]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Fri Jul 10 13:31:51.587 Apple80211Set:10289 Processing APPLE80211_IOC_ROAM
Fri Jul 10 13:31:51.587 Apple80211Set:10303 Processing APPLE80211_IOC_ROAM dataRef:0x7fa78b93aee0
Fri Jul 10 13:31:51.587 Apple80211Set:10324 CFType is CFData
Fri Jul 10 13:31:54.793 <airport[189]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Fri Jul 10 13:31:55.117 <airport[189]> -[dpsManager handleDPSEventWithType:eventInfo:networkName:BSSID:channelInfo:isCriticalAppInUse:]_block_invoke: Ignoring non-dps events while not in monitoring period/ Ignoring DPS event while in monitoring period
Fri Jul 10 13:31:55.154 <airport[189]> -[dpsManager handleDPSEventWithType:eventInfo:networkName:BSSID:channelInfo:isCriticalAppInUse:]_block_invoke: Ignoring non-dps events while not in monitoring period/ Ignoring DPS event while in monitoring period
Fri Jul 10 13:31:59.341 <airport[189]> systemWokenByWiFi: System Wake Reason not found
Fri Jul 10 13:31:59.360 <airport[189]> systemWokenByWiFi: System Wake Reason not found
Fri Jul 10 13:31:59.368 <airport[189]> systemWokenByWiFi: System Wake Reason not found
Fri Jul 10 13:53:23.250 <kernel> AWDL Sync Enabled 1, data path state[1]
Fri Jul 10 13:53:38.473 <kernel> AWDL Sync Enabled 0, data path state[1]
Fri Jul 10 17:41:07.247 <kernel> Failed test for valid apple80211_postMessage_tlv_types in data, 999393454
Fri Jul 10 17:41:07.248 <kernel> Unexpected payload found for message 74, dataLen 104
Fri Jul 10 17:41:07.248 <kernel> payload Data 00 00 00 00 00 00 00 00 ae 88 91 3b 29 60 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
Fri Jul 10 17:41:07.248 <kernel> Error storing postMessage 74
Fri Jul 10 17:41:07.268 <kernel> postMessage::1412 APPLE80211_M_BSSID_CHANGED received
Fri Jul 10 17:41:07.268  Fri Jul 10 17:41:07.322 <airport[189]> systemWokenByWiFi: System Wake Reason not found
Fri Jul 10 17:43:51.299 <kernel> Failed test for valid apple80211_postMessage_tlv_types in data, 999393454
Fri Jul 10 17:43:51.300 <kernel> Unexpected payload found for message 74, dataLen 104
Fri Jul 10 17:43:51.300 <kernel> payload Data 00 00 00 00 00 00 00 00 ae 88 91 3b 22 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 
Fri Jul 10 17:43:51.300 <kernel> Error storing postMessage 74
Fri Jul 10 17:43:51.318 <kernel> postMessage::1412 APPLE80211_M_BSSID_CHANGED received
Fri Jul 10 17:43:51.318  Fri Jul 10 17:43:51.362 <airport[189]> systemWokenByWiFi: System Wake Reason not found
Fri Jul 10 20:26:55.069 <kernel> postMessage::1412 APPLE80211_M_BSSID_CHANGED received
Fri Jul 10 20:26:55.070  <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Fri Jul 10 20:26:55.071 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source controllerWillChangePowerState calling peerManager->disable
Fri Jul 10 20:26:55.071 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Fri Jul 10 20:26:55.072 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[disabled]
Fri Jul 10 20:26:55.073 <kernel> AirPort_BrcmNIC::getSSIDData(): Get failure: APPLE80211_IOC_SSID: 6
Fri Jul 10 20:26:55.079 <airport[189]> -[dpsManager handleDPSEventWithType:eventInfo:networkName:BSSID:channelInfo:isCriticalAppInUse:]_block_invoke: Ignoring non-dps events while not in monitoring period/ Ignoring DPS event while in monitoring period
Fri Jul 10 20:26:55.087 <airport[189]> _handleLinkEvent: WiFi is not powered. Resetting state variables.
Fri Jul 10 20:26:55.143 <airport[189]> -[dpsManager handleDPSEventWithType:eventInfo:networkName:BSSID:channelInfo:isCriticalAppInUse:]_block_invoke: Ignoring non-dps events while not in monitoring period/ Ignoring DPS event while in monitoring period
Fri Jul 10 20:26:55.196 <kernel>  IOCTL (from pid 189) not recognized: 381 out of 380
Fri Jul 10 20:26:55.305 <airport[189]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Fri Jul 10 20:26:55.317 <airport[189]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Fri Jul 10 20:27:02.962 <airport[189]> _configureTCPKeepAlive: Unable to enable TCP keep-alive on en0 (Device power is off)
Fri Jul 10 20:27:22.917 <kernel>  IOCTL (from pid 189) not recognized: 10 out of 380
Fri Jul 10 20:27:50.903 <kernel> wl0: powerChange: *** BONJOUR/MDNS OFFLOADS ARE NOT RUNNING.
Fri Jul 10 20:31:51.001 <kernel> wl0: leaveModulePoweredForOffloads: Wi-Fi will turn off.
Fri Jul 10 20:31:51.173 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[disabled]
Fri Jul 10 20:31:51.173 <kernel> wl0: leaveModulePoweredForOffloads: Wi-Fi will turn off.
Fri Jul 10 20:31:51.173 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[disabled]
Fri Jul 10 20:31:51.184 <airport[189]> airportdProcessDLILEvent: <en0> event=1, flags=0xFFFF8863, lastPowerPref=off
Fri Jul 10 20:31:51.184 <airport[189]> airportdProcessDLILEvent: en0 marked UP, applying user power preferences (OFF).
Fri Jul 10 20:31:51.185 <airport[189]> airportdProcessDLILEvent: <en0> Setting power OFF
Fri Jul 10 20:31:51.186 <airport[189]> _configureTCPKeepAlive: Unable to enable TCP keep-alive on en0 (Device power is off)
Fri Jul 10 20:31:51.188 <kernel>  IOCTL (from pid 189) not recognized: 381 out of 380
Fri Jul 10 20:31:51.562 <kernel> AirPort_Brcm43xx::platformWoWEnable: WWEN[disable], in_fatal_err[0]
Fri Jul 10 20:31:52.352 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[disabled]
Fri Jul 10 20:31:59.725 <kernel> en0: setting diversity to: -1
Fri Jul 10 20:31:59.725 <kernel> en0: Error configuring antenna diversity (index = -1).
Fri Jul 10 20:31:59.725 <kernel> en0: setting tx antenna: -1
Fri Jul 10 20:31:59.726 <kernel> en0: Error configuring transmit antenna (index = -1).
Fri Jul 10 20:31:59.726 <airport[189]> -[dpsManager handleDPSEventWithType:eventInfo:networkName:BSSID:channelInfo:isCriticalAppInUse:]_block_invoke: Ignoring non-dps events while not in monitoring period/ Ignoring DPS event while in monitoring period
Fri Jul 10 20:32:10.656 <kernel> parseRSNIE: groupCipherType = 5 pairwiseCipherType = 5 authSel = 8
Fri Jul 10 20:32:10.656 <kernel> initWithInterfaceAndIE: _myMacAddress 98:01:a7:af:6b:15
Fri Jul 10 20:32:10.656 <kernel> setPSKPMK: PMK SET!
Fri Jul 10 20:32:13.918 <kernel> Failed test for valid apple80211_postMessage_tlv_types in data, 65535
Fri Jul 10 20:32:13.918 <kernel> Message to APPLE80211_M_AUTH has PMK length 32 pmkid length 16
Fri Jul 10 20:32:13.919 <kernel> setPMK: PMK SET!
Fri Jul 10 20:32:13.919 <kernel> setPMK: PMKID SET!
Fri Jul 10 20:32:13.919 <kernel> Unexpected payload found for message 74, dataLen 104
Fri Jul 10 20:32:13.919 <kernel> payload Data ff ff 00 00 00 00 00 00 0a 33 ed eb 1d 55 00 00 20 00 00 00 d7 41 2c a3 a0 18 16 24 31 b0 d8 1b 2f 48 0b 34 6d 38 8d 48 df c6 18 36 d2 5b e2 d7 0e c4 23 07 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 10 00 00 00 4c 01 4e e7 da 35 c6 4d 26 7d 19 6e 16 61 12 49 
Fri Jul 10 20:32:13.919 <kernel> Error storing postMessage 74
Fri Jul 10 20:32:13.929 <kernel> postMessage::1412 APPLE80211_M_BSSID_CHANGED received
Fri Jul 10 20:32:13.929  Fri Jul 10 20:32:13.931 <kernel> en0: Received EAPOL packet (length = 135)
Fri Jul 10 20:32:13.932 <kernel> inputEAPOLFrame: 0 extra bytes present in EAPOL frame.
Fri Jul 10 20:32:13.932 <kernel> inputEAPOLFrame: Received message 1 of 4
Fri Jul 10 20:32:13.932 <kernel> FULL RSN IE FOUND:
Fri Jul 10 20:32:13.932 [00000000] 30 18 01 00 00 0F AC 04 01 00 00 0F AC 04 02 00 00 0F AC 02 00 0F AC 08 8C 00 
Fri Jul 10 20:32:13.932 <kernel> storeFullRSNIE: getAP_IE_LIST returned 0
Fri Jul 10 20:32:13.932 <kernel> parseRSNIE: groupCipherType = 5 pairwiseCipherType = 5 authSel = 8
Fri Jul 10 20:32:13.932 <kernel> process1of4: authsel is 8
Fri Jul 10 20:32:13.932 <kernel> PMK:
Fri Jul 10 20:32:13.932 [00000000] D7 41 2C A3 A0 18 16 24 31 B0 D8 1B 2F 48 0B 34 6D 38 8D 48 DF C6 18 36 D2 5B E2 D7 0E C4 
Fri Jul 10 20:32:13.932 [0000001E] 23 07 
Fri Jul 10 20:32:13.932 <kernel> TPTK:
Fri Jul 10 20:32:13.932 [00000000] CA B3 FB 0F A8 F8 9D B3 0C 8A B9 E8 83 EE 0C C1 44 60 DC 1D 18 68 47 01 86 E7 EE 7C 20 16 
Fri Jul 10 20:32:13.932 [0000001E] CD A5 10 71 9F CF 87 46 5E 96 CA 0E DB 19 8A AF 76 D8 00 00 00 00 00 00 00 00 00 00 00 00 
Fri Jul 10 20:32:13.932 [0000003C] 00 00 00 00 
Fri Jul 10 20:32:13.932 <kernel> KEY MIC:
Fri Jul 10 20:32:13.932 [00000000] 6B CC 27 56 34 6F E0 91 9B AB 50 B2 AF AE 0E E7 
Fri Jul 10 20:32:13.932 <kernel> process1of4: sending replyPacket 153 bytes
Fri Jul 10 20:32:13.953 <kernel> Unexpected payload found for message 9, dataLen 0
Fri Jul 10 20:32:13.953 <kernel> Error storing postMessage 9
Fri Jul 10 20:32:13.962 <airport[189]> -[dpsManager handleDPSEventWithType:eventInfo:networkName:BSSID:channelInfo:isCriticalAppInUse:]_block_invoke: Ignoring non-dps events while not in monitoring period/ Ignoring DPS event while in monitoring period
Fri Jul 10 20:32:13.967 <airport[189]> ERROR: rapportd (420) is not entitled for com.apple.wifi.join_history, will not allow request
Fri Jul 10 20:32:13.970 <airport[189]> ERROR: sharingd (476) is not entitled for com.apple.wifi.join_history, will not allow request
Fri Jul 10 20:32:13.984 <airport[189]> ERROR: rapportd (420) is not entitled for com.apple.wifi.join_history, will not allow request
Fri Jul 10 20:32:13.990 <airport[189]> ERROR: sharingd (476) is not entitled for com.apple.wifi.join_history, will not allow request
Fri Jul 10 20:32:14.544 <kernel> en0: Received EAPOL packet (length = 209)
Fri Jul 10 20:32:14.544 <kernel> inputEAPOLFrame: 0 extra bytes present in EAPOL frame.
Fri Jul 10 20:32:14.544 <kernel> inputEAPOLFrame: decrypting key data
Fri Jul 10 20:32:14.544 <kernel> inputEAPOLFrame: Received message 3 of 4
Fri Jul 10 20:32:14.544 <kernel> process3of4: Unknown Elem ID 244
Fri Jul 10 20:32:14.544 <kernel> process3of4: Unknown Elem ID 221
Fri Jul 10 20:32:14.544 <kernel> process3of4: Unknown Elem ID 0
Fri Jul 10 20:32:14.544 <kernel> process3of4: Performing IE check.
Fri Jul 10 20:32:14.544 <kernel> process3of4: sending replyPacket ( len = 113 ).
Fri Jul 10 20:32:14.544 <kernel> process3of4: received pairwise GTK
Fri Jul 10 20:32:14.544 <kernel> process3of4: received pairwise GTK_BIP 
Fri Jul 10 20:32:14.544 <kernel> ptkThread: Sleeping!
Fri Jul 10 20:32:14.545 <kernel> ptkThread: Sleeping!
Fri Jul 10 20:32:14.546 <kernel> ptkThread: Installing PTK!
Fri Jul 10 20:32:14.546 <kernel> PTK:
Fri Jul 10 20:32:14.546 [00000000] 10 71 9F CF 87 46 5E 96 CA 0E DB 19 8A AF 76 D8 
Fri Jul 10 20:32:14.547 <kernel> ptkThread: Installing GTK!
Fri Jul 10 20:32:14.547 <kernel> installGTK: setting cipher key (flags = 0x0)
Fri Jul 10 20:32:14.547 <kernel> GTK-RSC:
Fri Jul 10 20:32:14.547 [00000000] 00 00 00 00 00 00 
Fri Jul 10 20:32:14.547 <kernel> GTK:
Fri Jul 10 20:32:14.547 [00000000] 5E BF CA 52 C4 02 F2 48 41 8E B4 81 7E 06 18 89 
Fri Jul 10 20:32:14.547 <kernel> installGTK: GTK installed
Fri Jul 10 20:32:14.547 <kernel> IGTK-RSC:
Fri Jul 10 20:32:14.547 [00000000] 00 00 00 00 00 00 
Fri Jul 10 20:32:14.547 <kernel> IGTK:
Fri Jul 10 20:32:14.547 [00000000] 15 04 7D FB 98 ED 74 88 D4 F3 AF 4C 18 09 46 27 
Fri Jul 10 20:32:14.547 <kernel> installGTK: IGTK installed
Fri Jul 10 20:32:14.575 <airport[189]> ERROR: rapportd (420) is not entitled for com.apple.wifi.join_history, will not allow request
Fri Jul 10 20:32:14.575 <airport[189]> ERROR: sharingd (476) is not entitled for com.apple.wifi.join_history, will not allow request
Fri Jul 10 20:32:14.620 <kernel> Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0
Fri Jul 10 20:32:17.751 <airport[189]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Fri Jul 10 20:32:41.885 <airport[189]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Fri Jul 10 20:32:42.108 <airport[189]> -[dpsManager handleDPSEventWithType:eventInfo:networkName:BSSID:channelInfo:isCriticalAppInUse:]_block_invoke: Ignoring non-dps events while not in monitoring period/ Ignoring DPS event while in monitoring period
Fri Jul 10 20:32:42.139 <airport[189]> -[dpsManager handleDPSEventWithType:eventInfo:networkName:BSSID:channelInfo:isCriticalAppInUse:]_block_invoke: Ignoring non-dps events while not in monitoring period/ Ignoring DPS event while in monitoring period
Fri Jul 10 20:52:59.826 <kernel> en0: Received EAPOL packet (length = 177)
Fri Jul 10 20:52:59.827 <kernel> inputEAPOLFrame: 0 extra bytes present in EAPOL frame.
Fri Jul 10 20:52:59.827 <kernel> inputEAPOLFrame: decrypting key data
Fri Jul 10 20:52:59.827 <kernel> inputEAPOLFrame: Received message 1 of 2
Fri Jul 10 20:52:59.827 <kernel> process1of2: received pairwise GTK_BIP 
Fri Jul 10 20:52:59.827 <kernel> installGTK: setting cipher key (flags = 0x0)
Fri Jul 10 20:52:59.827 <kernel> GTK-RSC:
Fri Jul 10 20:52:59.827 [00000000] 00 00 00 00 00 00 
Fri Jul 10 20:52:59.827 <kernel> GTK:
Fri Jul 10 20:52:59.827 [00000000] BB E2 89 7F 44 CA 8B D0 20 36 B5 CA DB 46 58 22 
Fri Jul 10 20:52:59.827 <kernel> installGTK: GTK installed
Fri Jul 10 20:52:59.827 <kernel> IGTK-RSC:
Fri Jul 10 20:52:59.827 [00000000] 00 00 00 00 00 00 
Fri Jul 10 20:52:59.827 <kernel> IGTK:
Fri Jul 10 20:52:59.827 [00000000] 95 3C D3 5E AB A0 E4 03 5A AA E9 C3 9E 53 EC 89 
Fri Jul 10 20:52:59.827 <kernel> installGTK: IGTK installed
Fri Jul 10 21:52:06.372 <kernel> en0: Terminating supplicant.
Fri Jul 10 21:52:06.374 <kernel> RSNSupplicant: Releasing authenticator for 0a:33:ed:eb:1d:55
Fri Jul 10 21:52:06.378 <kernel> postMessage::1412 APPLE80211_M_BSSID_CHANGED received
Fri Jul 10 21:52:06.378  Fri Jul 10 21:52:06.380 <kernel> AirPort_BrcmNIC::getSSIDData(): Get failure: APPLE80211_IOC_SSID: 6
Fri Jul 10 21:52:06.472 <airport[189]> -[dpsManager handleDPSEventWithType:eventInfo:networkName:BSSID:channelInfo:isCriticalAppInUse:]_block_invoke: Ignoring non-dps events while not in monitoring period/ Ignoring DPS event while in monitoring period
Fri Jul 10 21:52:06.486 <kernel> Setting BTCoex Config: enable_2G:1, profile_2g:0, enable_5G:1, profile_5G:0
Fri Jul 10 21:52:06.607 <airport[189]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Fri Jul 10 21:52:06.619 <airport[189]> _processIPv4Changes: ARP/NDP offloads disabled, not programming the offload
Fri Jul 10 21:52:08.462 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Fri Jul 10 21:52:08.462 <kernel> IO80211VirtualInterface::handleSIOCSIFFLAGS : Source controllerWillChangePowerState calling peerManager->disable
Fri Jul 10 21:52:08.462 <kernel> IO80211VirtualInterface::controllerWillChangePowerState : Bringing down link
Fri Jul 10 21:52:08.463 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[disabled]
Fri Jul 10 21:52:08.483 <airport[189]> -[dpsManager handleDPSEventWithType:eventInfo:networkName:BSSID:channelInfo:isCriticalAppInUse:]_block_invoke: Ignoring non-dps events while not in monitoring period/ Ignoring DPS event while in monitoring period
Fri Jul 10 21:52:08.499 <kernel>  IOCTL (from pid 189) not recognized: 381 out of 380
Sat Jul 11 09:01:20.624 Usb Host Notification NOT activated
Sat Jul 11 09:01:20.632 <airport[186]> _bsdDriver_init: registration for monitoring bssSteeringRequest event 
Sat Jul 11 09:01:20.632 
Sat Jul 11 09:01:20.635 <kernel> Not adding subscription due to missing boot-arg wlan.iorsubscriptions
Sat Jul 11 09:01:21.100 <kernel> Not adding subscription due to missing boot-arg wlan.iorsubscriptions
Sat Jul 11 09:01:21.101 <kernel>  Creating all peerManager reporters
Sat Jul 11 09:01:21.103 <kernel> Not adding subscription due to missing boot-arg wlan.iorsubscriptions
Sat Jul 11 09:01:21.105 <airport[186]> _initInterface: Failed to query current SSID (Operation not supported)
Sat Jul 11 09:01:21.112 <kernel>  IOCTL (from pid 186) not recognized: 383 out of 380
Sat Jul 11 09:01:21.113 Apple80211SetProperty: ioctl failed: bsdErr=-1, errno=102
Sat Jul 11 09:01:21.142 <kernel>  IOCTL (from pid 186) not recognized: 381 out of 380
Sat Jul 11 09:01:21.170 <airport[186]> ERROR: bluetoothd (160) is not entitled for com.apple.wifi.events, but allowing anyways for event type 1
Sat Jul 11 09:01:21.170 <airport[186]> ERROR: bluetoothd (160) is not entitled for com.apple.wifi.events, but allowing anyways for event type 5
Sat Jul 11 09:01:21.170 <airport[186]> ERROR: bluetoothd (160) is not entitled for com.apple.wifi.events.private, will not register for event type 100
Sat Jul 11 09:01:21.176 <airport[186]> ERROR: bluetoothd (160) is not entitled for com.apple.wifi.events.private, will not register for event type 130
Sat Jul 11 09:01:21.177 <airport[186]> ERROR: bluetoothd (160) is not entitled for com.apple.wifi.events.private, will not register for event type 122
Sat Jul 11 09:01:21.177 <airport[186]> ERROR: bluetoothd (160) is not entitled for com.apple.wifi.events.private, will not register for event type 123
Sat Jul 11 09:01:21.177 <airport[186]> ERROR: bluetoothd (160) is not entitled for com.apple.wifi.events, but allowing anyways for event type 5
Sat Jul 11 09:01:21.177 <airport[186]> ERROR: bluetoothd (160) is not entitled for com.apple.wifi.events, but allowing anyways for event type 7
Sat Jul 11 09:01:21.177 <airport[186]> ERROR: bluetoothd (160) is not entitled for com.apple.wifi.events, but allowing anyways for event type 1
Sat Jul 11 09:01:21.177 <airport[186]> ERROR: bluetoothd (160) is not entitled for com.apple.wifi.events, but allowing anyways for event type 2
Sat Jul 11 09:01:21.184 <airport[186]> airportdProcessDLILEvent: <en0> event=9, flags=0xFFFF8863, lastPowerPref=off
Sat Jul 11 09:01:21.184 <airport[186]> airportdProcessDLILEvent: en0 attached (up)
Sat Jul 11 09:01:21.186 <kernel>  IOCTL (from pid 186) not recognized: 216 out of 380
Sat Jul 11 09:01:21.186 <kernel>  IOCTL (from pid 186) not recognized: 216 out of 380
Sat Jul 11 09:01:21.194 <airport[186]> _bsdDriver_init: registration for monitoring bssSteeringRequest event 
Sat Jul 11 09:01:21.194 
Sat Jul 11 09:01:21.241 <kernel> AirPort_Brcm43xx::syncPowerState: WWEN[disabled]
Sat Jul 11 09:01:21.267 <airport[186]> _bsdDriver_init: registration for monitoring bssSteeringRequest event 
Sat Jul 11 09:01:21.267 
Sat Jul 11 09:01:21.272 <kernel>  IOCTL (from pid 186) not recognized: 381 out of 380
Sat Jul 11 09:01:31.452 <airport[186]> ERROR: ControlCenter (413) is not entitled for com.apple.wifi.events, but allowing anyways for event type 2
Sat Jul 11 09:01:31.453 <airport[186]> ERROR: ControlCenter (413) is not entitled for com.apple.wifi.events, but allowing anyways for event type 3
Sat Jul 11 09:01:31.453 <airport[186]> ERROR: ControlCenter (413) is not entitled for com.apple.wifi.events, but allowing anyways for event type 1
Sat Jul 11 09:01:31.453 <airport[186]> ERROR: ControlCenter (413) is not entitled for com.apple.wifi.events, but allowing anyways for event type 5
Sat Jul 11 09:01:31.454 <airport[186]> ERROR: ControlCenter (413) is not entitled for com.apple.wifi.events, but allowing anyways for event type 7
Sat Jul 11 09:01:32.068 <airport[186]> Could not set property APPLE80211_REGKEY_AWDL_MAC_ADDRESS_IN_USE to 0
Sat Jul 11 09:01:32.685 <airport[186]> Could not set property APPLE80211_REGKEY_AWDL_MAC_ADDRESS_IN_USE to 0
